year,ls_number,name,party,gender,portfolio,rank,appointment_begin,appointment_end,house,constituency,pid,state,start_source,end_source,comments,type_begin,type_end
2014,16,PARSHOTTAM RUPALA ,BJP,M,Agriculture and Farmers Welfare,MoS,2016-07-05,2019-05-30,Rajya Sabha,,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,S.S. AHLUWALIA,BJP,M,Agriculture and Farmers Welfare,MoS,2016-07-05,2017-09-03,Lok Sabha,DARJEELING,16_West_Bengal_4_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2004,14,AMBIKA SONI,INC,F,Culture,CM,2006-01-29,2007-05-15,Rajya Sabha,,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1491.pdf,,mid_term,mid_term
2004,14,AMBIKA SONI,INC,F,Tourism,CM,2006-01-29,2009-05-22,Rajya Sabha,,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term
2009,15,AMBIKA SONI,INC,F,Information and Broadcasting,CM,2009-05-28,2012-10-27,Rajya Sabha,,NA ,Punjab,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_878.pdf,,start_of_term,mid_term
2004,14,ANAND SHARMA,INC,M,External Affairs,MoS,2006-01-29,2009-05-22,Rajya Sabha,,NA ,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1477.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term
2004,14,ANAND SHARMA,INC,M,Information and Broadcasting,MoS,2008-10-18,2009-05-22,Rajya Sabha,,NA ,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1489.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,mid_term,end_of_term
2009,15,ANAND SHARMA,INC,M,Commerce and Industry,CM,2009-05-28,2014-05-26,Rajya Sabha,,NA ,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_935.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,start_of_term,end_of_term
2009,15,ANAND SHARMA,INC,M,Textiles,CM,2011-07-12,2013-06-17,Rajya Sabha,,NA ,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_917.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_867.pdf,,mid_term,mid_term
2009,15,ANAND SHARMA,INC,M,Textiles,CM,2014-04-03,2014-05-26,Rajya Sabha,,NA ,Himachal_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_834.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1444.pdf,,mid_term,end_of_term
1999,13,ANANDRAO VITHOBA ADSUL,SHS,M,Finance and Company Affairs,MoS,2002-08-26,2004-05-22,Lok Sabha,BULDHANA,13_Maharashtra_18_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1707.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1999,13,ANANT GANGARAM GEETE,SHS,M,Finance,MoS,2002-07-01,2002-08-26,Lok Sabha,RATNAGIRI,13_Maharashtra_2_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1704.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1707.pdf,,mid_term,mid_term
1999,13,ANANT GANGARAM GEETE,SHS,M,Power,CM,2002-08-26,2004-05-22,Lok Sabha,RATNAGIRI,13_Maharashtra_2_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1707.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1998,12,ANANTH KUMAR,BJP,M,Civil Aviation,CM,1998-03-19,1999-10-13,Lok Sabha,BANGALORE SOUTH,12_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1639.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,start_of_term,end_of_term
1998,12,ANANTH KUMAR,BJP,M,Tourism,CM,1999-01-30,1999-10-13,Lok Sabha,BANGALORE SOUTH,12_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1647.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1750.pdf,,mid_term,end_of_term
1999,13,ANANTH KUMAR,BJP,M,"Culture, Youth Affairs and Sports",CM,1999-10-13,2000-02-02,Lok Sabha,BANGALORE SOUTH,13_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1659.pdf,,start_of_term,mid_term
1999,13,ANANTH KUMAR,BJP,M,Culture,CM,2000-02-02,2001-09-01,Lok Sabha,BANGALORE SOUTH,13_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1659.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term
1999,13,ANANTH KUMAR,BJP,M,Tourism,CM,2000-02-02,2001-09-01,Lok Sabha,BANGALORE SOUTH,13_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1659.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,,mid_term,mid_term
1999,13,ANANTH KUMAR,BJP,M,Urban Development and Poverty Alleviation,CM,2001-09-01,2003-07-12,Lok Sabha,BANGALORE SOUTH,13_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1721.pdf,,mid_term,mid_term
1999,13,ANANTH KUMAR,BJP,M,Rural Development,CM,2003-04-07,2003-05-24,Lok Sabha,BANGALORE SOUTH,13_Karnataka_13_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1715.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1719.pdf,,mid_term,mid_term
2014,16,SUDARSHAN BHAGAT,BJP,M,Agriculture and Farmers Welfare,MoS,2016-07-05,2017-09-03,Lok Sabha,LOHARDAGA,16_Jharkhand_12_0_1,Jharkhand,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,,mid_term,mid_term
2014,16,DR. JITENDRA SINGH,BJP,M,Atomic Energy,MoS,2014-05-27,2019-05-30,Lok Sabha,UDHAMPUR,16_Jammu_&_Kashmir_5_0_1,Jammu_&_Kashmir,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,start_of_term,end_of_term
2014,16,ANANTH KUMAR,BJP,M,Chemicals and Fertilizers,CM,2014-05-27,2018-11-12,Lok Sabha,BANGALORE SOUTH,16_Karnataka_26_0_1,Karnataka,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1732.pdf,,start_of_term,mid_term
2004,14,ANBUMANI RAMDOSS,PMK,M,Health and Family Welfare,CM,2004-05-22,2009-04-22,Rajya Sabha,,NA ,Tamil_Nadu,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1443.pdf,,start_of_term,mid_term
2014,16,D.V. SADANANDA GOWDA,BJP,M,Chemicals and Fertilizers,CM,2018-11-13,2019-05-30,Lok Sabha,BANGALORE NORTH,16_Karnataka_24_0_1,Karnataka,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1732.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
1999,13,ANNASAHEB M. K. PATIL,BJP,M,Rural Development,MoS,2001-09-01,2004-05-22,Lok Sabha,ERANDOL,13_Maharashtra_16_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1690.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
2014,16,HANSRAJ GANGARAM AHIR,BJP,M,Chemicals and Fertilizers,MoS,2014-11-09,2016-07-05,Lok Sabha,CHANDRAPUR,16_Maharashtra_13_0_1,Maharashtra,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,,mid_term,mid_term
2014,16,MANSUKH L. MANDAVIYA,BJP,M,Chemicals and Fertilizers,MoS,2016-07-05,2019-05-30,Rajya Sabha,,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_6.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,NIHAL CHAND CHAUHAN MEGHWAL,BJP,M,Chemicals and Fertilizers,MoS,2014-05-27,2014-11-09,Lok Sabha,GANGANAGAR,16_Rajasthan_1_0_1,Rajasthan,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_10.pdf,,start_of_term,mid_term
2014,16,RAO INDERJIT SINGH,BJP,M,Chemicals and Fertilizers,MoS,2017-09-03,2019-05-30,Lok Sabha,GURGAON,16_Haryana_9_0_1,Haryana,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1269.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1856.pdf,,mid_term,end_of_term
2014,16,ASHOK GAJAPATHI RAJU PUSAPATI,TDP,M,Civil Aviation,CM,2014-05-27,2018-03-09,Lok Sabha,VIZIANAGARAM,16_Andhra_Pradesh_3_0_1,Andhra_Pradesh,https://cabsec.gov.in/writereaddata/councilofministers/english/1_Upload_1782.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1388.pdf,,start_of_term,mid_term
1999,13,ARJUN SETHI,BJD,M,Water Resources,CM,2000-05-27,2004-05-22,Lok Sabha,BHADRAK,13_Odisha_3_0_1,Odisha,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1666.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1469.pdf,,mid_term,end_of_term
1991,10,ARJUN SINGH,INC,M,Human Resource Development,CM,1991-06-21,1994-12-24,Lok Sabha,SATNA,10_Madhya_Pradesh_8_0_1,Madhya_Pradesh,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1541.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1537.pdf,,start_of_term,mid_term
2004,14,ARJUN SINGH,BJP,M,Human Resource Development,CM,2004-05-22,2009-05-22,Lok Sabha,BARRACKPORE,17_West_Bengal_15_0_1,West_Bengal,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1472.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1454.pdf,,start_of_term,end_of_term
1999,13,ARUN JAITLEY,BJP,M,Information and Broadcasting,MoS(IC),1999-10-13,2000-09-30,Rajya Sabha,,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1751.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1673.pdf,,start_of_term,mid_term
1999,13,ARUN JAITLEY,BJP,M,Disinvestment,MoS(IC),1999-12-10,2000-07-24,Rajya Sabha,,NA ,Gujarat,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1755.pdf,https://cabsec.gov.in/writereaddata/changeinportfolio/english/1_Upload_1668.pdf,,mid_term,mid_term
